variable_id,source_domain,name,primary_research_domain,secondary_research_domains,default_method_families,timing,preferred_source,measurement_requirements,inference_boundary
CLN-007,Clinician,Required-domain completion rate,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,audit,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-008,Clinician,Diagnostic decision in blinded vignette,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,research experiment,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-009,Clinician,Treatment recommendation in blinded vignette,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,research experiment,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-010,Clinician,Decision confidence,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,research experiment,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-011,Clinician,Inter-rater agreement,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
CLN-012,Clinician,Outcome feedback available to clinician,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-013,Clinician,Training programme exposure,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,workforce data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
CLN-014,Clinician,Declared relevant conflict/affiliation,PROFESSIONAL_GUIDELINE,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;RANDOMISED_AB_TEST;PROCESS_TRACING,Repeated,public/declaration,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-001,Institutional/service,Clinic/service identity,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-002,Institutional/service,Service model,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service spec,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-003,Institutional/service,Local pathway version,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-004,Institutional/service,Staffing ratio,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-005,Institutional/service,Caseload pressure,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-006,Institutional/service,Waiting-list size,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-007,Institutional/service,Assessment template version,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-008,Institutional/service,MDT composition,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-009,Institutional/service,Audit/research maturity,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service audit,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-010,Institutional/service,Outcome follow-up completeness,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-011,Institutional/service,Referral threshold,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-012,Institutional/service,Eligibility criteria,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-013,Institutional/service,Commissioning policy version,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,public/service,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
INS-014,Institutional/service,Clinical governance incident history,SERVICE_REFERRAL_ASCERTAINMENT,PROFESSIONAL_GUIDELINE,INTERRUPTED_TIME_SERIES;STANDARDISATION_DECOMPOSITION;CONTRIBUTION_ANALYSIS,Repeated,service records,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-001,Government/policy,DSM/ICD classification version/date,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-002,Government/policy,NHS service specification version/date,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-003,Government/policy,Prescribing policy version/date,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-004,Government/policy,Referral policy version/date,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-005,Government/policy,School guidance version/date,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-006,Government/policy,Regulatory/legal change,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-007,Government/policy,Clinic opening/closure,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-008,Government/policy,Commissioning change,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-009,Government/policy,Public policy announcement salience,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public/media,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
POL-010,Government/policy,Research trial availability,LEGAL_POLICY,HISTORICAL_NOSOLOGY,PROCESS_TRACING;DIFFERENCE_IN_DIFFERENCES;INTERRUPTED_TIME_SERIES,Repeated,public/service,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-001,Diagnostic measurement,DSM item-level criteria,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,clinical/research,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-002,Diagnostic measurement,ICD item-level criteria,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,clinical/research,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-003,Diagnostic measurement,Gender-related distress severity,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-004,Diagnostic measurement,Functional impairment,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,PRO/EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-005,Diagnostic measurement,Duration/persistence,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-006,Diagnostic measurement,Clarity/consistency over time,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-007,Diagnostic measurement,Measure version,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,metadata,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-008,Diagnostic measurement,Informant source,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,metadata,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-009,Diagnostic measurement,Diagnostic disagreement,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,multi-rater,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-010,Diagnostic measurement,Missing criterion items,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Repeated,metadata,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
DX-011,Diagnostic measurement,Inter-rater reliability,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
DX-012,Diagnostic measurement,Measurement invariance statistic,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
DX-013,Diagnostic measurement,Discriminant validity statistic,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
DX-014,Diagnostic measurement,Incremental predictive value,METHODS_META_RESEARCH,PSYCHIATRIC_PSYCHOLOGICAL,ITEM_RESPONSE_THEORY;MEASUREMENT_INVARIANCE;DIFFERENTIAL_ITEM_FUNCTIONING,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
TRT-001,Treatment,No medical intervention comparator,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-002,Treatment,Biopsychosocial/psychological support,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-003,Treatment,Psychotherapy modality,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-004,Treatment,Social transition,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,PRO/EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-005,Treatment,Puberty suppression historical/research exposure,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-006,Treatment,Gender-affirming hormone exposure,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-007,Treatment,Surgical intervention,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-008,Treatment,Concurrent psychiatric treatment,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-009,Treatment,Treatment adherence,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-010,Treatment,Treatment discontinuation reason,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-011,Treatment,Treatment change/reversal,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-012,Treatment,Adverse treatment effects,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
TRT-013,Treatment,Monitoring completeness,TREATMENT_OUTCOMES,CLINICAL_DEVELOPMENTAL,TARGET_TRIAL_EMULATION;G_METHODS;SURVIVAL_EVENT_HISTORY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-001,Outcomes,Gender-related distress trajectory,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-002,Outcomes,General psychological distress,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-003,Outcomes,Depression severity,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-004,Outcomes,Anxiety severity,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-005,Outcomes,Self-harm events,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-006,Outcomes,Suicidal ideation/attempts,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,EHR/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-007,Outcomes,Psychiatric hospitalisation,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-008,Outcomes,School attendance,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,education,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
OUT-009,Outcomes,Academic attainment,TREATMENT_OUTCOMES,POPULATION_EPIDEMIOLOGY,SURVIVAL_EVENT_HISTORY;MULTILEVEL_HIERARCHICAL_MODEL;OUT_OF_SAMPLE_CALIBRATION_VALIDATION,Repeated,education,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
