variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
HC-014,Healthcare pathway,Social-transition advice,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-015,Healthcare pathway,Psychological intervention,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-016,Healthcare pathway,Endocrine referral,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-017,Healthcare pathway,Hormonal treatment exposure,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-018,Healthcare pathway,Surgical treatment exposure,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-019,Healthcare pathway,Consent process completeness,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-020,Healthcare pathway,Follow-up intensity,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-021,Healthcare pathway,Outcome measurement completeness,EHR,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
HC-022,Healthcare pathway,Treatment discontinuation/change,EHR/PRO,DS001;DS002;DS003;DS004;DS061,DS005;DS062,"Patient-level NHS datasets; linked national collections | Admissions; outpatients; historical A&E; critical care; diagnoses; procedures | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Core clinical, assessment, intervention and outcome data across new regional services",RESTRICTED_LICENSED;RESTRICTED_STUDY;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-001,Clinician,Clinician profession/specialty,workforce data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-002,Clinician,Years of clinical experience,workforce data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-003,Clinician,Gender-service case volume,service data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-004,Clinician,Assessment time available,service data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-005,Clinician,Clinical supervision frequency,service data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-006,Clinician,Guideline/service-specification version used,EHR/service,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-007,Clinician,Required-domain completion rate,audit,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-008,Clinician,Diagnostic decision in blinded vignette,research experiment,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-009,Clinician,Treatment recommendation in blinded vignette,research experiment,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-010,Clinician,Decision confidence,research experiment,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-011,Clinician,Inter-rater agreement,derived,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Analysis,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
CLN-012,Clinician,Outcome feedback available to clinician,service data,DS046;DS058;DS064,DS065;DS045,"Service specifications, clinical policies, reviews, implementation reports | Guidelines, position statements, training materials, consultation responses | Interviews, longitudinal narratives, clinician/patient discourse, vignettes",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Repeated,Medium,Candidate source mapping only; verify field-level availability and construct validity before application.
