variable_id,domain,canonical_name,candidate_causal_role,measurement_type,unit_or_encoding,temporal_anchor,preferred_source,candidate_primary_source_ids,candidate_secondary_source_ids,access_classes,privacy_class,participant_consent_rule,minimum_quality_gate,missingness_rule,linkage_rule,provenance_required,inference_boundary,acquisition_status
INS-006,Institutional/service,Waiting-list size,Moderator,NUMERIC_OR_SCALE,count,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-007,Institutional/service,Assessment template version,Measurement context,MIXED_OR_SOURCE_SPECIFIC,version,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-008,Institutional/service,MDT composition,Moderator,MIXED_OR_SOURCE_SPECIFIC,disciplines,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-009,Institutional/service,Audit/research maturity,Moderator,MIXED_OR_SOURCE_SPECIFIC,index,Repeated,service audit,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-010,Institutional/service,Outcome follow-up completeness,Selection factor,TEMPORAL_NUMERIC,percentage,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-011,Institutional/service,Referral threshold,Selection factor,MIXED_OR_SOURCE_SPECIFIC,policy,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-012,Institutional/service,Eligibility criteria,Selection factor,MIXED_OR_SOURCE_SPECIFIC,policy,Repeated,service data,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-013,Institutional/service,Commissioning policy version,Exposure,TEMPORAL_NUMERIC,version/date,Repeated,public/service,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
INS-014,Institutional/service,Clinical governance incident history,Context variable,MIXED_OR_SOURCE_SPECIFIC,events,Repeated,service records,DS046;DS047;DS061,DS063;DS001,MIXED_ACCESS;OPEN_AGGREGATE;OPEN_CORPUS;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-001,Government/policy,DSM/ICD classification version/date,Exposure context,TEMPORAL_NUMERIC,version/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-002,Government/policy,NHS service specification version/date,Exposure context,TEMPORAL_NUMERIC,version/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-003,Government/policy,Prescribing policy version/date,Exposure context,TEMPORAL_NUMERIC,version/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-004,Government/policy,Referral policy version/date,Exposure context,TEMPORAL_NUMERIC,version/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-005,Government/policy,School guidance version/date,Exposure context,TEMPORAL_NUMERIC,version/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-006,Government/policy,Regulatory/legal change,Natural experiment,TEMPORAL_NUMERIC,event/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-007,Government/policy,Clinic opening/closure,Natural experiment,TEMPORAL_NUMERIC,event/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-008,Government/policy,Commissioning change,Natural experiment,TEMPORAL_NUMERIC,event/date,Repeated,public record,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-009,Government/policy,Public policy announcement salience,Exposure context,MIXED_OR_SOURCE_SPECIFIC,media index,Repeated,public/media,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
POL-010,Government/policy,Research trial availability,Treatment access,TEMPORAL_NUMERIC,yes/no/date,Repeated,public/service,DS029;DS030;DS031;DS032,DS054;DS055;DS063,MIXED_ACCESS;OPEN;OPEN_ARCHIVE;OPEN_CORPUS,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DX-001,Diagnostic measurement,DSM item-level criteria,Phenotype,NUMERIC_OR_SCALE,item binary/score,Repeated,clinical/research,DS049;DS050;DS003,DS064;DS018,LICENSED_CORPUS;MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DX-002,Diagnostic measurement,ICD item-level criteria,Phenotype,NUMERIC_OR_SCALE,item binary/score,Repeated,clinical/research,DS049;DS050;DS003,DS064;DS018,LICENSED_CORPUS;MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
